filename,width,height,class,xmin,ymin,xmax,ymax
24_16_18_19_22_17_H_L_H_L_L_H_27_0_9098.png,512,512,top,372,77,394,111
24_16_18_19_22_17_H_L_H_L_L_H_27_0_9098.png,512,512,bottom,203,355,240,415
24_16_18_19_22_17_H_L_H_L_L_H_27_0_9098.png,512,512,bottom,240,267,266,307
24_16_18_19_22_17_H_L_H_L_L_H_27_0_9098.png,512,512,bottom,274,297,303,337
24_16_18_19_22_17_H_L_H_L_L_H_27_0_9098.png,512,512,bottom,303,295,331,337
24_16_18_19_22_17_H_L_H_L_L_H_27_0_9098.png,512,512,bottom,330,323,360,363
24_16_18_19_22_17_H_L_H_L_L_H_27_0_9098.png,512,512,bottom,366,281,393,319
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,top,144,51,170,85
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,top,179,47,210,100
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,top,216,49,245,99
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,top,253,54,276,92
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,top,288,56,312,94
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,top,320,59,343,98
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,bottom,145,267,172,304
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,bottom,173,360,212,423
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,bottom,208,322,245,372
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,bottom,252,279,283,323
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,bottom,288,288,315,337
16_24_22_17_18_19_L_H_L_H_H_L_52_0_6210.png,512,512,bottom,313,292,340,336
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,top,199,139,227,172
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,top,240,137,267,170
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,top,282,137,315,178
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,top,330,137,359,171
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,top,374,130,409,172
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,top,414,129,451,173
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,bottom,203,337,237,378
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,bottom,240,330,273,373
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,bottom,279,391,320,446
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,bottom,335,344,370,389
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,bottom,370,347,409,399
18_16_22_17_19_24_L_L_H_H_H_L_0761_0_4477.png,512,512,bottom,411,409,458,473
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,top,82,23,140,87
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,top,157,32,197,81
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,top,215,32,257,82
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,top,284,32,323,78
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,top,338,28,384,82
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,top,407,28,448,77
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,bottom,88,429,158,502
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,bottom,153,311,201,363
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,bottom,215,343,267,401
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,bottom,277,330,324,387
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,bottom,328,388,391,458
24_16_19_17_22_18_H_H_L_H_L_L_0571_0_5596.png,512,512,bottom,388,332,438,389
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,top,71,115,108,159
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,top,123,115,155,155
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,top,175,118,206,160
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,top,219,116,256,167
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,top,271,114,308,161
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,top,324,114,359,158
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,bottom,65,364,111,423
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,bottom,118,345,153,395
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,bottom,174,356,212,406
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,bottom,219,441,273,512
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,bottom,269,395,316,460
18_16_17_24_22_19_H_H_H_H_L_L_0725_0_124.png,512,512,bottom,320,371,363,430
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,top,131,72,155,108
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,top,159,64,189,115
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,top,202,63,224,101
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,top,233,54,267,99
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,top,275,40,306,87
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,top,320,49,350,92
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,bottom,131,304,157,346
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,bottom,149,394,188,456
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,bottom,205,291,229,333
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,bottom,231,362,268,422
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,bottom,272,334,306,383
17_24_16_22_18_19_H_H_L_L_H_L_100_0_1659.png,512,512,bottom,311,338,348,393
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,top,177,105,206,140
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,top,220,102,253,146
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,top,268,103,296,140
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,top,308,100,345,149
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,top,359,97,389,136
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,top,401,97,434,141
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,bottom,176,320,214,365
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,bottom,219,355,259,404
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,bottom,269,307,301,346
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,bottom,312,390,359,445
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,bottom,350,311,384,354
17_22_16_24_18_19_H_L_H_H_L_L_0679_0_1092.png,512,512,bottom,387,318,422,364
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,bottom,112,315,150,381
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,bottom,154,381,196,453
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,bottom,198,280,231,334
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,bottom,244,310,279,376
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,bottom,281,345,321,413
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,bottom,326,288,357,349
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,top,104,15,137,67
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,top,144,17,182,74
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,top,194,19,223,62
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,top,240,15,269,66
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,top,281,11,316,69
19_24_16_18_22_17_L_L_L_H_L_L_21_0_4067.png,512,512,top,330,17,358,65
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,top,162,52,198,97
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,top,216,50,255,97
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,top,270,36,318,99
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,top,337,43,375,93
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,top,396,35,447,101
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,top,460,32,508,91
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,bottom,167,306,210,355
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,bottom,214,338,263,402
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,bottom,265,391,325,463
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,bottom,326,328,376,392
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,bottom,388,431,455,512
16_18_22_17_24_19_L_H_L_H_H_L_0745_0_1210.png,512,512,bottom,449,343,501,414
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,top,138,13,172,62
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,top,174,13,212,66
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,top,218,16,252,57
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,top,262,9,290,55
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,top,301,7,334,58
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,top,346,13,373,58
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,bottom,143,288,179,349
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,bottom,179,349,224,418
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,bottom,224,257,252,308
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,bottom,265,280,299,344
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,bottom,299,322,337,384
19_24_16_18_22_17_L_L_L_H_L_L_15_0_4828.png,512,512,bottom,339,267,370,322
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,bottom,269,378,307,441
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,bottom,236,327,269,384
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,bottom,186,412,232,480
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,bottom,155,347,192,405
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,bottom,318,326,347,381
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,bottom,356,316,387,369
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,top,154,72,185,121
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,top,192,71,227,128
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,top,236,70,262,114
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,top,274,65,308,119
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,top,319,69,347,118
19_24_18_22_17_16_H_H_L_L_H_H_25_0_6964.png,512,512,top,360,75,387,115
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,top,162,85,194,124
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,top,210,80,245,121
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,top,259,80,296,125
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,top,317,79,350,122
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,top,366,70,409,128
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,top,417,68,460,122
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,bottom,167,309,205,354
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,bottom,213,329,255,380
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,bottom,263,331,304,381
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,bottom,314,318,356,370
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,bottom,363,404,417,472
16_18_19_17_24_22_L_L_L_H_H_L_0778_0_228.png,512,512,bottom,410,364,461,427
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,top,197,97,221,133
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,top,225,100,244,126
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,top,250,99,275,135
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,top,275,101,296,129
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,top,302,103,321,132
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,top,325,104,345,135
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,bottom,195,305,224,341
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,bottom,225,257,244,283
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,bottom,245,324,277,363
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,bottom,274,274,300,306
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,bottom,298,266,320,291
22_16_24_18_17_19_H_L_H_H_H_L_134_0_9032.png,512,512,bottom,319,277,341,308
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,top,63,37,104,87
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,top,123,33,159,82
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,top,180,25,219,77
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,top,240,19,287,82
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,top,306,10,358,82
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,top,376,7,423,67
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,bottom,89,310,131,368
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,bottom,140,303,182,355
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,bottom,189,328,236,388
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,bottom,251,372,301,439
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,bottom,305,424,368,501
17_16_18_22_24_19_L_L_L_L_H_L_0599_0_2740.png,512,512,bottom,367,339,418,400
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,top,180,91,208,127
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,top,222,95,250,127
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,top,263,94,297,137
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,top,314,97,342,133
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,top,359,96,391,136
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,top,401,98,441,144
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,bottom,170,307,207,353
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,bottom,215,291,247,334
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,bottom,248,360,293,418
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,bottom,301,309,335,356
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,bottom,338,335,380,393
18_16_22_17_19_24_L_L_H_H_H_L_0767_0_9348.png,512,512,bottom,380,378,426,438
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,top,14,11,52,45
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,top,71,10,112,49
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,top,131,10,179,51
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,top,201,13,237,45
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,top,264,11,304,50
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,top,315,16,350,63
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,bottom,4,212,57,256
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,bottom,65,226,115,273
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,bottom,123,251,180,304
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,bottom,194,200,235,241
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,bottom,259,223,312,271
17_19_22_16_18_24_H_L_L_L_H_H_81.png,350,350,bottom,310,280,350,338
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,top,160,52,188,101
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,top,195,52,216,86
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,top,228,43,261,100
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,top,269,41,295,86
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,top,309,40,336,81
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,top,348,36,379,81
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,bottom,147,349,184,395
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,bottom,194,273,219,320
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,bottom,216,381,261,441
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,bottom,259,308,295,357
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,bottom,304,298,337,347
22_16_24_18_17_19_H_L_H_H_H_L_139_0_10.png,512,512,bottom,338,319,371,369
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,top,156,53,180,83
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,top,192,51,218,88
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,top,225,51,253,91
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,top,263,53,286,88
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,top,299,55,323,92
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,top,333,56,362,103
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,bottom,156,265,184,302
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,bottom,188,291,217,341
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,bottom,221,317,252,372
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,bottom,260,280,291,324
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,bottom,296,290,326,336
16_19_22_17_18_24_L_L_L_H_H_H_69_0_3895.png,512,512,bottom,324,355,359,413
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,top,153,55,181,97
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,top,189,51,222,97
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,top,231,53,261,90
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,top,276,52,302,86
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,top,312,42,348,100
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,top,359,44,390,92
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,bottom,144,327,183,382
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,bottom,188,368,228,427
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,bottom,229,315,265,367
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,bottom,272,304,307,349
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,bottom,310,408,358,487
18_22_17_16_24_19_H_L_L_L_H_H_160_0_643.png,512,512,bottom,358,340,397,404
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,top,134,61,183,120
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,top,197,61,229,103
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,top,244,54,293,108
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,top,312,55,351,102
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,top,371,51,413,99
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,top,431,45,478,97
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,bottom,142,421,207,489
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,bottom,189,327,232,382
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,bottom,248,387,299,452
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,bottom,306,334,353,388
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,bottom,358,331,403,384
24_16_22_17_18_19_H_H_L_H_L_H_0573_0_6909.png,512,512,bottom,426,358,481,426
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,bottom,125,348,166,421
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,bottom,156,409,206,490
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,bottom,212,308,250,374
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,bottom,259,291,294,356
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,bottom,307,308,342,373
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,bottom,351,335,391,416
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,top,116,8,150,66
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,top,160,7,198,75
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,top,210,8,247,55
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,top,260,7,288,55
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,top,310,5,340,62
22_24_18_16_17_19_L_H_L_H_H_H_13_0_1481.png,512,512,top,356,9,393,66
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,top,135,63,173,108
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,top,193,67,226,107
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,top,245,64,286,117
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,top,304,65,339,111
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,top,362,61,400,114
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,top,412,63,461,123
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,bottom,142,330,185,381
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,bottom,192,312,231,361
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,bottom,238,391,293,462
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,bottom,300,326,343,378
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,bottom,353,351,399,412
18_16_22_17_19_24_L_L_H_H_H_L_0760_0_6962.png,512,512,bottom,395,407,450,475
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,top,182,113,211,149
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,top,229,113,256,146
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,top,275,111,299,144
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,top,316,107,345,147
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,top,361,104,396,148
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,top,401,103,439,151
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,bottom,185,342,223,389
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,bottom,231,327,267,371
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,bottom,276,313,305,352
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,bottom,320,334,354,377
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,bottom,373,369,414,423
18_17_16_19_22_24_H_L_L_H_H_L_0715_0_8458.png,512,512,bottom,397,370,440,429
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,top,158,116,181,156
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,top,192,114,217,153
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,top,222,115,250,166
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,top,260,115,284,155
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,top,295,114,320,154
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,top,328,114,356,161
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,bottom,156,343,187,392
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,bottom,191,318,219,362
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,bottom,220,398,259,457
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,bottom,254,337,286,382
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,bottom,292,324,319,373
19_16_24_18_17_22_H_H_H_H_H_H_18_0_9378.png,512,512,bottom,321,378,355,433
19_16_24_18_17_22_H_H_H_H_H_H_27_0_7019.png,512,512,top,135,112,159,148
19_16_24_18_17_22_H_H_H_H_H_H_27_0_7019.png,512,512,top,163,112,184,146
19_16_24_18_17_22_H_H_H_H_H_H_27_0_7019.png,512,512,top,189,111,217,158
19_16_24_18_17_22_H_H_H_H_H_H_27_0_7019.png,512,512,top,225,110,245,148
19_16_24_18_17_22_H_H_H_H_H_H_27_0_7019.png,512,512,top,256,109,276,145
19_16_24_18_17_22_H_H_H_H_H_H_27_0_7019.png,512,512,top,286,107,310,152
19_16_24_18_17_22_H_H_H_H_H_H_27_0_7019.png,512,512,bottom,135,311,158,360
